Any,Data,Codi_Postal,Sector_Economic,Tram_Horari,Valor
2023,2023-01-17,08008,Serveis,De 06:00:00 a 11:59:59 h,28649
2023,2023-01-17,08008,Serveis,De 12:00:00 a 17:59:59 h,34507
2023,2023-01-17,08008,Serveis,De 18:00:00 a 23:59:59 h,27121
2023,2023-01-17,08008,Serveis,No consta,0
2023,2023-01-17,08009,Indústria,De 00:00:00 a 05:59:59 h,692
2023,2023-01-17,08009,Indústria,De 06:00:00 a 11:59:59 h,1390
2023,2023-01-17,08009,Indústria,De 12:00:00 a 17:59:59 h,1791
2023,2023-01-17,08009,Indústria,De 18:00:00 a 23:59:59 h,1500
2023,2023-01-17,08009,Indústria,No consta,0
2023,2023-01-17,08009,Residencial,De 00:00:00 a 05:59:59 h,11226
2023,2023-01-17,08009,Residencial,De 06:00:00 a 11:59:59 h,18568
2023,2023-01-17,08009,Residencial,De 12:00:00 a 17:59:59 h,20702
2023,2023-01-17,08009,Residencial,De 18:00:00 a 23:59:59 h,25068
2023,2023-01-17,08009,Residencial,No consta,0
2023,2023-01-17,08009,Serveis,De 00:00:00 a 05:59:59 h,9500
2023,2023-01-17,08009,Serveis,De 06:00:00 a 11:59:59 h,20391
2023,2023-01-17,08009,Serveis,De 12:00:00 a 17:59:59 h,24909
2023,2023-01-17,08009,Serveis,De 18:00:00 a 23:59:59 h,19317
2023,2023-01-17,08009,Serveis,No consta,0
2023,2023-01-17,08010,Indústria,De 00:00:00 a 05:59:59 h,1603
2023,2023-01-17,08010,Indústria,De 06:00:00 a 11:59:59 h,1389
2023,2023-01-17,08010,Indústria,De 12:00:00 a 17:59:59 h,1740
2023,2023-01-17,08010,Indústria,De 18:00:00 a 23:59:59 h,1272
2023,2023-01-17,08010,Indústria,No consta,0
2023,2023-01-17,08010,Residencial,De 00:00:00 a 05:59:59 h,8148
2023,2023-01-17,08010,Residencial,De 06:00:00 a 11:59:59 h,14032
2023,2023-01-17,08010,Residencial,De 12:00:00 a 17:59:59 h,15546
2023,2023-01-17,08010,Residencial,De 18:00:00 a 23:59:59 h,18039
2023,2023-01-17,08010,Residencial,No consta,0
2023,2023-01-17,08010,Serveis,De 00:00:00 a 05:59:59 h,12112
2023,2023-01-17,08010,Serveis,De 06:00:00 a 11:59:59 h,22889
2023,2023-01-17,08010,Serveis,De 12:00:00 a 17:59:59 h,27236
2023,2023-01-17,08010,Serveis,De 18:00:00 a 23:59:59 h,21738
2023,2023-01-17,08010,Serveis,No consta,0
2023,2023-01-17,08011,Indústria,De 00:00:00 a 05:59:59 h,428
2023,2023-01-17,08011,Indústria,De 06:00:00 a 11:59:59 h,924
2023,2023-01-17,08011,Indústria,De 12:00:00 a 17:59:59 h,1141
2023,2023-01-17,08011,Indústria,De 18:00:00 a 23:59:59 h,851
2023,2023-01-17,08011,Indústria,No consta,0
2023,2023-01-17,08011,Residencial,De 00:00:00 a 05:59:59 h,14688
2023,2023-01-17,08011,Residencial,De 06:00:00 a 11:59:59 h,22323
2023,2023-01-17,08011,Residencial,De 12:00:00 a 17:59:59 h,25083
2023,2023-01-17,08011,Residencial,De 18:00:00 a 23:59:59 h,32847
2023,2023-01-17,08011,Residencial,No consta,0
2023,2023-01-17,08011,Serveis,De 00:00:00 a 05:59:59 h,10741
2023,2023-01-17,08011,Serveis,De 06:00:00 a 11:59:59 h,19774
2023,2023-01-17,08011,Serveis,De 12:00:00 a 17:59:59 h,25150
2023,2023-01-17,08011,Serveis,De 18:00:00 a 23:59:59 h,21110
2023,2023-01-17,08011,Serveis,No consta,0
2023,2023-01-17,08012,Indústria,De 00:00:00 a 05:59:59 h,894
2023,2023-01-17,08012,Indústria,De 06:00:00 a 11:59:59 h,2036
2023,2023-01-17,08012,Indústria,De 12:00:00 a 17:59:59 h,2421
2023,2023-01-17,08012,Indústria,De 18:00:00 a 23:59:59 h,1593
2023,2023-01-17,08012,Indústria,No consta,0
2023,2023-01-17,08012,Residencial,De 00:00:00 a 05:59:59 h,21092
2023,2023-01-17,08012,Residencial,De 06:00:00 a 11:59:59 h,33075
2023,2023-01-17,08012,Residencial,De 12:00:00 a 17:59:59 h,36915
2023,2023-01-17,08012,Residencial,De 18:00:00 a 23:59:59 h,49839
2023,2023-01-17,08012,Residencial,No consta,0
2023,2023-01-17,08012,Serveis,De 00:00:00 a 05:59:59 h,11311
2023,2023-01-17,08012,Serveis,De 06:00:00 a 11:59:59 h,20690
2023,2023-01-17,08012,Serveis,De 12:00:00 a 17:59:59 h,27043
2023,2023-01-17,08012,Serveis,De 18:00:00 a 23:59:59 h,23388
2023,2023-01-17,08012,Serveis,No consta,1
2023,2023-01-17,08013,Indústria,De 00:00:00 a 05:59:59 h,1618
2023,2023-01-17,08013,Indústria,De 06:00:00 a 11:59:59 h,3407
2023,2023-01-17,08013,Indústria,De 12:00:00 a 17:59:59 h,3991
2023,2023-01-17,08013,Indústria,De 18:00:00 a 23:59:59 h,2769
2023,2023-01-17,08013,Indústria,No consta,0
2023,2023-01-17,08013,Residencial,De 00:00:00 a 05:59:59 h,34541
2023,2023-01-17,08013,Residencial,De 06:00:00 a 11:59:59 h,52919
2023,2023-01-17,08013,Residencial,De 12:00:00 a 17:59:59 h,60428
2023,2023-01-17,08013,Residencial,De 18:00:00 a 23:59:59 h,80741
2023,2023-01-17,08013,Residencial,No consta,0
2023,2023-01-17,08013,Serveis,De 00:00:00 a 05:59:59 h,16945
2023,2023-01-17,08013,Serveis,De 06:00:00 a 11:59:59 h,32510
2023,2023-01-17,08013,Serveis,De 12:00:00 a 17:59:59 h,38481
2023,2023-01-17,08013,Serveis,De 18:00:00 a 23:59:59 h,31073
2023,2023-01-17,08013,Serveis,No consta,0
2023,2023-01-17,08014,Indústria,De 00:00:00 a 05:59:59 h,3019
2023,2023-01-17,08014,Indústria,De 06:00:00 a 11:59:59 h,3726
2023,2023-01-17,08014,Indústria,De 12:00:00 a 17:59:59 h,3900
2023,2023-01-17,08014,Indústria,De 18:00:00 a 23:59:59 h,3828
2023,2023-01-17,08014,Indústria,No consta,0
2023,2023-01-17,08014,Residencial,De 00:00:00 a 05:59:59 h,35763
2023,2023-01-17,08014,Residencial,De 06:00:00 a 11:59:59 h,54302
2023,2023-01-17,08014,Residencial,De 12:00:00 a 17:59:59 h,62247
2023,2023-01-17,08014,Residencial,De 18:00:00 a 23:59:59 h,86651
2023,2023-01-17,08014,Residencial,No consta,1
2023,2023-01-17,08014,Serveis,De 00:00:00 a 05:59:59 h,41334
2023,2023-01-17,08014,Serveis,De 06:00:00 a 11:59:59 h,72738
2023,2023-01-17,08014,Serveis,De 12:00:00 a 17:59:59 h,75981
2023,2023-01-17,08014,Serveis,De 18:00:00 a 23:59:59 h,68265
2023,2023-01-17,08014,Serveis,No consta,0
2023,2023-01-17,08015,Indústria,De 00:00:00 a 05:59:59 h,1502
2023,2023-01-17,08015,Indústria,De 06:00:00 a 11:59:59 h,2805
2023,2023-01-17,08015,Indústria,De 12:00:00 a 17:59:59 h,3372
2023,2023-01-17,08015,Indústria,De 18:00:00 a 23:59:59 h,2849
2023,2023-01-17,08015,Indústria,No consta,0
2023,2023-01-17,08015,No especificat,De 00:00:00 a 05:59:59 h,14
2023,2023-01-17,08015,No especificat,De 06:00:00 a 11:59:59 h,58
2023,2023-01-17,08015,No especificat,De 12:00:00 a 17:59:59 h,92
2023,2023-01-17,08015,No especificat,De 18:00:00 a 23:59:59 h,47
2023,2023-01-17,08015,No especificat,No consta,0
2023,2023-01-17,08015,Residencial,De 00:00:00 a 05:59:59 h,39985
2023,2023-01-17,08015,Residencial,De 06:00:00 a 11:59:59 h,60745
2023,2023-01-17,08015,Residencial,De 12:00:00 a 17:59:59 h,69634
2023,2023-01-17,08015,Residencial,De 18:00:00 a 23:59:59 h,91809
2023,2023-01-17,08015,Residencial,No consta,0
2023,2023-01-17,08015,Serveis,De 00:00:00 a 05:59:59 h,38673
2023,2023-01-17,08015,Serveis,De 06:00:00 a 11:59:59 h,79443
2023,2023-01-17,08015,Serveis,De 12:00:00 a 17:59:59 h,86674
2023,2023-01-17,08015,Serveis,De 18:00:00 a 23:59:59 h,73769
2023,2023-01-17,08015,Serveis,No consta,0
2023,2023-01-17,08016,Indústria,De 00:00:00 a 05:59:59 h,662
2023,2023-01-17,08016,Indústria,De 06:00:00 a 11:59:59 h,1119
2023,2023-01-17,08016,Indústria,De 12:00:00 a 17:59:59 h,1357
2023,2023-01-17,08016,Indústria,De 18:00:00 a 23:59:59 h,1160
2023,2023-01-17,08016,Indústria,No consta,0
2023,2023-01-17,08016,Residencial,De 00:00:00 a 05:59:59 h,24416
2023,2023-01-17,08016,Residencial,De 06:00:00 a 11:59:59 h,35933
2023,2023-01-17,08016,Residencial,De 12:00:00 a 17:59:59 h,44578
2023,2023-01-17,08016,Residencial,De 18:00:00 a 23:59:59 h,60263
2023,2023-01-17,08016,Residencial,No consta,0
2023,2023-01-17,08016,Serveis,De 00:00:00 a 05:59:59 h,13026
2023,2023-01-17,08016,Serveis,De 06:00:00 a 11:59:59 h,23716
2023,2023-01-17,08016,Serveis,De 12:00:00 a 17:59:59 h,28616
2023,2023-01-17,08016,Serveis,De 18:00:00 a 23:59:59 h,25836
2023,2023-01-17,08016,Serveis,No consta,0
2023,2023-01-17,08017,Indústria,De 00:00:00 a 05:59:59 h,1286
2023,2023-01-17,08017,Indústria,De 06:00:00 a 11:59:59 h,2829
2023,2023-01-17,08017,Indústria,De 12:00:00 a 17:59:59 h,2767
2023,2023-01-17,08017,Indústria,De 18:00:00 a 23:59:59 h,2188
2023,2023-01-17,08017,Indústria,No consta,0
2023,2023-01-17,08017,No especificat,De 00:00:00 a 05:59:59 h,118
2023,2023-01-17,08017,No especificat,De 06:00:00 a 11:59:59 h,269
2023,2023-01-17,08017,No especificat,De 12:00:00 a 17:59:59 h,319
2023,2023-01-17,08017,No especificat,De 18:00:00 a 23:59:59 h,277
2023,2023-01-17,08017,No especificat,No consta,0
2023,2023-01-17,08017,Residencial,De 00:00:00 a 05:59:59 h,30816
2023,2023-01-17,08017,Residencial,De 06:00:00 a 11:59:59 h,49271
2023,2023-01-17,08017,Residencial,De 12:00:00 a 17:59:59 h,52031
2023,2023-01-17,08017,Residencial,De 18:00:00 a 23:59:59 h,61055
2023,2023-01-17,08017,Residencial,No consta,0
2023,2023-01-17,08017,Serveis,De 00:00:00 a 05:59:59 h,27196
2023,2023-01-17,08017,Serveis,De 06:00:00 a 11:59:59 h,52264
2023,2023-01-17,08017,Serveis,De 12:00:00 a 17:59:59 h,55870
2023,2023-01-17,08017,Serveis,De 18:00:00 a 23:59:59 h,49495
2023,2023-01-17,08017,Serveis,No consta,0
2023,2023-01-17,08018,Indústria,De 00:00:00 a 05:59:59 h,5218
2023,2023-01-17,08018,Indústria,De 06:00:00 a 11:59:59 h,11474
2023,2023-01-17,08018,Indústria,De 12:00:00 a 17:59:59 h,11511
2023,2023-01-17,08018,Indústria,De 18:00:00 a 23:59:59 h,7808
2023,2023-01-17,08018,Indústria,No consta,0
2023,2023-01-17,08018,No especificat,De 00:00:00 a 05:59:59 h,728
2023,2023-01-17,08018,No especificat,De 06:00:00 a 11:59:59 h,1037
2023,2023-01-17,08018,No especificat,De 12:00:00 a 17:59:59 h,1090
2023,2023-01-17,08018,No especificat,De 18:00:00 a 23:59:59 h,1007
2023,2023-01-17,08018,No especificat,No consta,0
2023,2023-01-17,08018,Residencial,De 00:00:00 a 05:59:59 h,33762
2023,2023-01-17,08018,Residencial,De 06:00:00 a 11:59:59 h,53932
2023,2023-01-17,08018,Residencial,De 12:00:00 a 17:59:59 h,63042
2023,2023-01-17,08018,Residencial,De 18:00:00 a 23:59:59 h,78532
2023,2023-01-17,08018,Residencial,No consta,0
2023,2023-01-17,08018,Serveis,De 00:00:00 a 05:59:59 h,48463
2023,2023-01-17,08018,Serveis,De 06:00:00 a 11:59:59 h,86933
2023,2023-01-17,08018,Serveis,De 12:00:00 a 17:59:59 h,96909
2023,2023-01-17,08018,Serveis,De 18:00:00 a 23:59:59 h,80337
2023,2023-01-17,08018,Serveis,No consta,0
2023,2023-01-17,08019,Indústria,De 00:00:00 a 05:59:59 h,1431
2023,2023-01-17,08019,Indústria,De 06:00:00 a 11:59:59 h,3079
2023,2023-01-17,08019,Indústria,De 12:00:00 a 17:59:59 h,3595
2023,2023-01-17,08019,Indústria,De 18:00:00 a 23:59:59 h,2644
2023,2023-01-17,08019,Indústria,No consta,0
2023,2023-01-17,08019,Residencial,De 00:00:00 a 05:59:59 h,24738
2023,2023-01-17,08019,Residencial,De 06:00:00 a 11:59:59 h,39251
2023,2023-01-17,08019,Residencial,De 12:00:00 a 17:59:59 h,43318
2023,2023-01-17,08019,Residencial,De 18:00:00 a 23:59:59 h,55671
2023,2023-01-17,08019,Residencial,No consta,0
2023,2023-01-17,08019,Serveis,De 00:00:00 a 05:59:59 h,20848
2023,2023-01-17,08019,Serveis,De 06:00:00 a 11:59:59 h,38893
2023,2023-01-17,08019,Serveis,De 12:00:00 a 17:59:59 h,44081
2023,2023-01-17,08019,Serveis,De 18:00:00 a 23:59:59 h,36402
2023,2023-01-17,08019,Serveis,No consta,0
2023,2023-01-17,08020,Indústria,De 00:00:00 a 05:59:59 h,6543
2023,2023-01-17,08020,Indústria,De 06:00:00 a 11:59:59 h,8440
2023,2023-01-17,08020,Indústria,De 12:00:00 a 17:59:59 h,9141
2023,2023-01-17,08020,Indústria,De 18:00:00 a 23:59:59 h,7565
2023,2023-01-17,08020,Indústria,No consta,0
2023,2023-01-17,08020,Residencial,De 00:00:00 a 05:59:59 h,27076
2023,2023-01-17,08020,Residencial,De 06:00:00 a 11:59:59 h,40181
2023,2023-01-17,08020,Residencial,De 12:00:00 a 17:59:59 h,49110
2023,2023-01-17,08020,Residencial,De 18:00:00 a 23:59:59 h,66961
2023,2023-01-17,08020,Residencial,No consta,0
2023,2023-01-17,08020,Serveis,De 00:00:00 a 05:59:59 h,51322
2023,2023-01-17,08020,Serveis,De 06:00:00 a 11:59:59 h,63517
2023,2023-01-17,08020,Serveis,De 12:00:00 a 17:59:59 h,67867
2023,2023-01-17,08020,Serveis,De 18:00:00 a 23:59:59 h,65879
2023,2023-01-17,08020,Serveis,No consta,0
2023,2023-01-17,08021,Indústria,De 00:00:00 a 05:59:59 h,2890
2023,2023-01-17,08021,Indústria,De 06:00:00 a 11:59:59 h,4897
2023,2023-01-17,08021,Indústria,De 12:00:00 a 17:59:59 h,5647
2023,2023-01-17,08021,Indústria,De 18:00:00 a 23:59:59 h,4545
2023,2023-01-17,08021,Indústria,No consta,0
2023,2023-01-17,08021,No especificat,De 00:00:00 a 05:59:59 h,108
2023,2023-01-17,08021,No especificat,De 06:00:00 a 11:59:59 h,271
2023,2023-01-17,08021,No especificat,De 12:00:00 a 17:59:59 h,274
2023,2023-01-17,08021,No especificat,De 18:00:00 a 23:59:59 h,206
2023,2023-01-17,08021,No especificat,No consta,0
2023,2023-01-17,08021,Residencial,De 00:00:00 a 05:59:59 h,29636
2023,2023-01-17,08021,Residencial,De 06:00:00 a 11:59:59 h,49998
2023,2023-01-17,08021,Residencial,De 12:00:00 a 17:59:59 h,56044
2023,2023-01-17,08021,Residencial,De 18:00:00 a 23:59:59 h,64975
2023,2023-01-17,08021,Residencial,No consta,0
2023,2023-01-17,08021,Serveis,De 00:00:00 a 05:59:59 h,35195
2023,2023-01-17,08021,Serveis,De 06:00:00 a 11:59:59 h,64657
2023,2023-01-17,08021,Serveis,De 12:00:00 a 17:59:59 h,75121
2023,2023-01-17,08021,Serveis,De 18:00:00 a 23:59:59 h,57741
2023,2023-01-17,08021,Serveis,No consta,0
2023,2023-01-17,08022,Indústria,De 00:00:00 a 05:59:59 h,461
2023,2023-01-17,08022,Indústria,De 06:00:00 a 11:59:59 h,1122
2023,2023-01-17,08022,Indústria,De 12:00:00 a 17:59:59 h,1397
2023,2023-01-17,08022,Indústria,De 18:00:00 a 23:59:59 h,1100
2023,2023-01-17,08022,Indústria,No consta,0
2023,2023-01-17,08022,Residencial,De 00:00:00 a 05:59:59 h,20823
2023,2023-01-17,08022,Residencial,De 06:00:00 a 11:59:59 h,33928
2023,2023-01-17,08022,Residencial,De 12:00:00 a 17:59:59 h,37464
2023,2023-01-17,08022,Residencial,De 18:00:00 a 23:59:59 h,45717
2023,2023-01-17,08022,Residencial,No consta,1
2023,2023-01-17,08022,Serveis,De 00:00:00 a 05:59:59 h,14904
2023,2023-01-17,08022,Serveis,De 06:00:00 a 11:59:59 h,29060
2023,2023-01-17,08022,Serveis,De 12:00:00 a 17:59:59 h,34061
2023,2023-01-17,08022,Serveis,De 18:00:00 a 23:59:59 h,27606
2023,2023-01-17,08022,Serveis,No consta,0
2023,2023-01-17,08023,Indústria,De 00:00:00 a 05:59:59 h,562
2023,2023-01-17,08023,Indústria,De 06:00:00 a 11:59:59 h,819
2023,2023-01-17,08023,Indústria,De 12:00:00 a 17:59:59 h,891
2023,2023-01-17,08023,Indústria,De 18:00:00 a 23:59:59 h,949
2023,2023-01-17,08023,Indústria,No consta,0
2023,2023-01-17,08023,Residencial,De 00:00:00 a 05:59:59 h,24241
2023,2023-01-17,08023,Residencial,De 06:00:00 a 11:59:59 h,37215
2023,2023-01-17,08023,Residencial,De 12:00:00 a 17:59:59 h,40865
2023,2023-01-17,08023,Residencial,De 18:00:00 a 23:59:59 h,54396
2023,2023-01-17,08023,Residencial,No consta,0
2023,2023-01-17,08023,Serveis,De 00:00:00 a 05:59:59 h,15901
2023,2023-01-17,08023,Serveis,De 06:00:00 a 11:59:59 h,30002
2023,2023-01-17,08023,Serveis,De 12:00:00 a 17:59:59 h,30868
2023,2023-01-17,08023,Serveis,De 18:00:00 a 23:59:59 h,27911
2023,2023-01-17,08023,Serveis,No consta,0
2023,2023-01-17,08024,Indústria,De 00:00:00 a 05:59:59 h,756
2023,2023-01-17,08024,Indústria,De 06:00:00 a 11:59:59 h,1211
2023,2023-01-17,08024,Indústria,De 12:00:00 a 17:59:59 h,1290
2023,2023-01-17,08024,Indústria,De 18:00:00 a 23:59:59 h,1293
2023,2023-01-17,08024,Indústria,No consta,2
2023,2023-01-17,08024,Residencial,De 00:00:00 a 05:59:59 h,33808
2023,2023-01-17,08024,Residencial,De 06:00:00 a 11:59:59 h,52205
2023,2023-01-17,08024,Residencial,De 12:00:00 a 17:59:59 h,59168
2023,2023-01-17,08024,Residencial,De 18:00:00 a 23:59:59 h,82146
2023,2023-01-17,08024,Residencial,No consta,0
2023,2023-01-17,08024,Serveis,De 00:00:00 a 05:59:59 h,14598
2023,2023-01-17,08024,Serveis,De 06:00:00 a 11:59:59 h,24855
2023,2023-01-17,08024,Serveis,De 12:00:00 a 17:59:59 h,28816
2023,2023-01-17,08024,Serveis,De 18:00:00 a 23:59:59 h,25187
2023,2023-01-17,08024,Serveis,No consta,0
2023,2023-01-17,08025,Indústria,De 00:00:00 a 05:59:59 h,980
2023,2023-01-17,08025,Indústria,De 06:00:00 a 11:59:59 h,2689
2023,2023-01-17,08025,Indústria,De 12:00:00 a 17:59:59 h,3214
2023,2023-01-17,08025,Indústria,De 18:00:00 a 23:59:59 h,2020
2023,2023-01-17,08025,Indústria,No consta,0
2023,2023-01-17,08025,Residencial,De 00:00:00 a 05:59:59 h,37567
2023,2023-01-17,08025,Residencial,De 06:00:00 a 11:59:59 h,59379
2023,2023-01-17,08025,Residencial,De 12:00:00 a 17:59:59 h,67759
2023,2023-01-17,08025,Residencial,De 18:00:00 a 23:59:59 h,87276
2023,2023-01-17,08025,Residencial,No consta,0
2023,2023-01-17,08025,Serveis,De 00:00:00 a 05:59:59 h,42996
2023,2023-01-17,08025,Serveis,De 06:00:00 a 11:59:59 h,68035
2023,2023-01-17,08025,Serveis,De 12:00:00 a 17:59:59 h,76663
2023,2023-01-17,08025,Serveis,De 18:00:00 a 23:59:59 h,63765
2023,2023-01-17,08025,Serveis,No consta,0
2023,2023-01-17,08026,Indústria,De 00:00:00 a 05:59:59 h,205
2023,2023-01-17,08026,Indústria,De 06:00:00 a 11:59:59 h,500
2023,2023-01-17,08026,Indústria,De 12:00:00 a 17:59:59 h,618
2023,2023-01-17,08026,Indústria,De 18:00:00 a 23:59:59 h,517
2023,2023-01-17,08026,Indústria,No consta,0
2023,2023-01-17,08026,Residencial,De 00:00:00 a 05:59:59 h,16558
2023,2023-01-17,08026,Residencial,De 06:00:00 a 11:59:59 h,24756
2023,2023-01-17,08026,Residencial,De 12:00:00 a 17:59:59 h,29119
2023,2023-01-17,08026,Residencial,De 18:00:00 a 23:59:59 h,40148
2023,2023-01-17,08026,Residencial,No consta,1
2023,2023-01-17,08026,Serveis,De 00:00:00 a 05:59:59 h,5638
2023,2023-01-17,08026,Serveis,De 06:00:00 a 11:59:59 h,9837
2023,2023-01-17,08026,Serveis,De 12:00:00 a 17:59:59 h,11564
2023,2023-01-17,08026,Serveis,De 18:00:00 a 23:59:59 h,10778
2023,2023-01-17,08026,Serveis,No consta,0
2023,2023-01-17,08027,Indústria,De 00:00:00 a 05:59:59 h,378
2023,2023-01-17,08027,Indústria,De 06:00:00 a 11:59:59 h,868
2023,2023-01-17,08027,Indústria,De 12:00:00 a 17:59:59 h,1040
2023,2023-01-17,08027,Indústria,De 18:00:00 a 23:59:59 h,797
2023,2023-01-17,08027,Indústria,No consta,0
2023,2023-01-17,08027,Residencial,De 00:00:00 a 05:59:59 h,28080
2023,2023-01-17,08027,Residencial,De 06:00:00 a 11:59:59 h,41667
2023,2023-01-17,08027,Residencial,De 12:00:00 a 17:59:59 h,49159
2023,2023-01-17,08027,Residencial,De 18:00:00 a 23:59:59 h,68839
2023,2023-01-17,08027,Residencial,No consta,0
2023,2023-01-17,08027,Serveis,De 00:00:00 a 05:59:59 h,15528
2023,2023-01-17,08027,Serveis,De 06:00:00 a 11:59:59 h,34131
2023,2023-01-17,08027,Serveis,De 12:00:00 a 17:59:59 h,35761
2023,2023-01-17,08027,Serveis,De 18:00:00 a 23:59:59 h,32265
2023,2023-01-17,08027,Serveis,No consta,0
2023,2023-01-17,08028,Indústria,De 00:00:00 a 05:59:59 h,5167
2023,2023-01-17,08028,Indústria,De 06:00:00 a 11:59:59 h,8753
2023,2023-01-17,08028,Indústria,De 12:00:00 a 17:59:59 h,10749
2023,2023-01-17,08028,Indústria,De 18:00:00 a 23:59:59 h,7884
2023,2023-01-17,08028,Indústria,No consta,1
2023,2023-01-17,08028,No especificat,De 00:00:00 a 05:59:59 h,21
2023,2023-01-17,08028,No especificat,De 06:00:00 a 11:59:59 h,101
2023,2023-01-17,08028,No especificat,De 12:00:00 a 17:59:59 h,131
2023,2023-01-17,08028,No especificat,De 18:00:00 a 23:59:59 h,51
2023,2023-01-17,08028,No especificat,No consta,0
2023,2023-01-17,08028,Residencial,De 00:00:00 a 05:59:59 h,42733
2023,2023-01-17,08028,Residencial,De 06:00:00 a 11:59:59 h,67254
2023,2023-01-17,08028,Residencial,De 12:00:00 a 17:59:59 h,78087
2023,2023-01-17,08028,Residencial,De 18:00:00 a 23:59:59 h,104420
2023,2023-01-17,08028,Residencial,No consta,0
2023,2023-01-17,08028,Serveis,De 00:00:00 a 05:59:59 h,68599
2023,2023-01-17,08028,Serveis,De 06:00:00 a 11:59:59 h,119607
2023,2023-01-17,08028,Serveis,De 12:00:00 a 17:59:59 h,136123
2023,2023-01-17,08028,Serveis,De 18:00:00 a 23:59:59 h,101366
2023,2023-01-17,08028,Serveis,No consta,0
2023,2023-01-17,08029,Indústria,De 00:00:00 a 05:59:59 h,949
2023,2023-01-17,08029,Indústria,De 06:00:00 a 11:59:59 h,2384
2023,2023-01-17,08029,Indústria,De 12:00:00 a 17:59:59 h,2785
2023,2023-01-17,08029,Indústria,De 18:00:00 a 23:59:59 h,1985
2023,2023-01-17,08029,Indústria,No consta,0
2023,2023-01-17,08029,No especificat,De 00:00:00 a 05:59:59 h,46
2023,2023-01-17,08029,No especificat,De 06:00:00 a 11:59:59 h,94
2023,2023-01-17,08029,No especificat,De 12:00:00 a 17:59:59 h,120
2023,2023-01-17,08029,No especificat,De 18:00:00 a 23:59:59 h,108
2023,2023-01-17,08029,No especificat,No consta,0
2023,2023-01-17,08029,Residencial,De 00:00:00 a 05:59:59 h,27854
2023,2023-01-17,08029,Residencial,De 06:00:00 a 11:59:59 h,44106
2023,2023-01-17,08029,Residencial,De 12:00:00 a 17:59:59 h,50301
2023,2023-01-17,08029,Residencial,De 18:00:00 a 23:59:59 h,65119
2023,2023-01-17,08029,Residencial,No consta,0
2023,2023-01-17,08029,Serveis,De 00:00:00 a 05:59:59 h,27396
2023,2023-01-17,08029,Serveis,De 06:00:00 a 11:59:59 h,52707
2023,2023-01-17,08029,Serveis,De 12:00:00 a 17:59:59 h,62616
2023,2023-01-17,08029,Serveis,De 18:00:00 a 23:59:59 h,49567
2023,2023-01-17,08029,Serveis,No consta,0
2023,2023-01-17,08030,Indústria,De 00:00:00 a 05:59:59 h,38912
2023,2023-01-17,08030,Indústria,De 06:00:00 a 11:59:59 h,44352
2023,2023-01-17,08030,Indústria,De 12:00:00 a 17:59:59 h,45899
2023,2023-01-17,08030,Indústria,De 18:00:00 a 23:59:59 h,41943
2023,2023-01-17,08030,Indústria,No consta,0
2023,2023-01-17,08030,Residencial,De 00:00:00 a 05:59:59 h,32190
2023,2023-01-17,08030,Residencial,De 06:00:00 a 11:59:59 h,49699
2023,2023-01-17,08030,Residencial,De 12:00:00 a 17:59:59 h,58368
2023,2023-01-17,08030,Residencial,De 18:00:00 a 23:59:59 h,80229
2023,2023-01-17,08030,Residencial,No consta,0
2023,2023-01-17,08030,Serveis,De 00:00:00 a 05:59:59 h,52134
2023,2023-01-17,08030,Serveis,De 06:00:00 a 11:59:59 h,95901
2023,2023-01-17,08030,Serveis,De 12:00:00 a 17:59:59 h,110708
2023,2023-01-17,08030,Serveis,De 18:00:00 a 23:59:59 h,104089
2023,2023-01-17,08030,Serveis,No consta,0
2023,2023-01-17,08031,Indústria,De 00:00:00 a 05:59:59 h,218
2023,2023-01-17,08031,Indústria,De 06:00:00 a 11:59:59 h,628
2023,2023-01-17,08031,Indústria,De 12:00:00 a 17:59:59 h,718
2023,2023-01-17,08031,Indústria,De 18:00:00 a 23:59:59 h,534
2023,2023-01-17,08031,Indústria,No consta,0
2023,2023-01-17,08031,Residencial,De 00:00:00 a 05:59:59 h,20455
2023,2023-01-17,08031,Residencial,De 06:00:00 a 11:59:59 h,30272
2023,2023-01-17,08031,Residencial,De 12:00:00 a 17:59:59 h,36591
2023,2023-01-17,08031,Residencial,De 18:00:00 a 23:59:59 h,50742
2023,2023-01-17,08031,Residencial,No consta,0
2023,2023-01-17,08031,Serveis,De 00:00:00 a 05:59:59 h,7621
2023,2023-01-17,08031,Serveis,De 06:00:00 a 11:59:59 h,13213
2023,2023-01-17,08031,Serveis,De 12:00:00 a 17:59:59 h,14558
2023,2023-01-17,08031,Serveis,De 18:00:00 a 23:59:59 h,13922
2023,2023-01-17,08031,Serveis,No consta,0
2023,2023-01-17,08032,Indústria,De 00:00:00 a 05:59:59 h,319
2023,2023-01-17,08032,Indústria,De 06:00:00 a 11:59:59 h,741
2023,2023-01-17,08032,Indústria,De 12:00:00 a 17:59:59 h,829
2023,2023-01-17,08032,Indústria,De 18:00:00 a 23:59:59 h,663
2023,2023-01-17,08032,Indústria,No consta,0
2023,2023-01-17,08032,Residencial,De 00:00:00 a 05:59:59 h,27063
2023,2023-01-17,08032,Residencial,De 06:00:00 a 11:59:59 h,39424
2023,2023-01-17,08032,Residencial,De 12:00:00 a 17:59:59 h,47486
2023,2023-01-17,08032,Residencial,De 18:00:00 a 23:59:59 h,66981
2023,2023-01-17,08032,Residencial,No consta,0
